Nothing Compares 2 U,Sinéad O'Connor,,,,,,,22,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,24,21,,,,,,,,,,,,,,4,,,,,,,,,,,,,17,,,,,23,21,14,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numb,Linkin Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Canada,Calixa Lavallée,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Way or Another,Blondie,17,22,20,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paint it, Black",The Rolling Stones,,11,,,10,,,,,,,,10,,,,,,,,,,,,,,22,,,,,,26,,,,,,18,,4,,,,,18,,,,,,,,,10,,13,14,,,23,,,,,9,,,,4,,,4,,,,,,,,,,4,,4,,,,24,,,,,14.5,,,14,,,,,,,,,,,,,13,,,14.5,13.5,,,17,16,,,15
Pencil Full of Lead,Paolo Nutini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pineapple Mango,Daniel Ho,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Tag,Jessie J (feat. B.o.B),18,,4,,,2,6,,,,,,,,,9,,,8,,,,19,,21,,,12,,,,,,18,,,11,,,2,,,2,11,,23,,,,25,,,,,,,,,,25,3,11,,,,,,,,,,17,3,,,,,,,,16,,,,,27,,20,,,,6,,,,,,,,,15.5,,,,,14.5,,,,,14,,,13.5,14,,,,,14,
Proud Mary,Tina Turner,8,,,,,,,,13,,,29,,,27,15,,,26,,,28,,,,26,,,27,22,20,,14,,,21,20,,,26,,,,,,,,,19,,,20,10,,,10,,,,,,7,21,,,,27,17,,25,,,,,,22,6,24,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psycho Killer,Talking Heads,,14,6,,14,,,,26,,,,,30,,,,29,,29,,,,,24,,,,,,16,16,,,,,,27,,,,,20,,,12,,,5,,9,9,11,,,,,27,27,,,12,28,12,,10,14,,24,,,,20,15,7,,,,,,,6,,,,,,,,,,,26,14.5,,,,,,6,,14,13.5,14.5,,,,14.5,,13,,13.5,14.5,,14,,17,16,,14,15
Radio Gaga,Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re: Your Brains,Jonathan Coulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
Red Wine Supernova,Chappell Roan,20,,,3,,,2,16,10,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rehab,Amy Winehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respect,Aretha Franklin,,,,,,,16,,,,,,,,,,,,,,,,,,2,,,,,,,17,,,16,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripples in the Rockpool,Rita Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riptide,Vance Joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roar,Katy Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Baby,"Ariana Grande, Liz Gillies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,14.5,13,,,,,,,,,,,,,,,,
Sarà Perché Ti Amo,Ricchi E Poveri,5,,,,,5,18,20,21,18,,,21,13,,,,,18,,,17,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self Control,Laura Branigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set Fire to the Rain,Adele,15,,12,26,16,,9,,6,,,,,,,,,,,,,,,,,20,,,,,,,12,,,,,,,,,,25,,,,,,,,,,24,22,,,21,,,,,24,,,27,,,,,,7,,,26,26,,,,,,,,26,,,,,,,,,15,,,,,,,,,15.5,,,,13,14.5,15,,,,,,,,,,,,,,
Shake It Off,Taylor Swift,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake It Out,Florence + The Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She Wolf,Shakira,,,2,,9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,,,,,,
Should I Stay or Should I Go,The Clash,,,,,,3,,,,,,12,,,,,,,,,,,,,,,,,3,,,,1,,,,,19,,,,,,,,,,,4,23,28,,,2,,,,,,,,,14,16,,,,8,16,,11,,2,,,,,1,,,,,15,,,2,,2,,,,,,14.5,,,,,,2,,,13.5,14.5,,,,,,,,13.5,,13.5,,15,17,16,,14,
Silent Night,Taylor Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Since U Been Gone,Kelly Clarkson,23,,,10,,7,13,,,,,,,,,11,,,,,,,,,,,19,23,,,,,,,14,,,,,,,,,,,,,,,,,,,,,22,11,,15,,,,,,5,,,25,,,,,,,,23,16,,,,,,,21,,16,,13,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sit Down,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So What,P!nk,,,,,,,,23,15,17,16,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somebody that I used to know,Gotye (feat. Kimbra),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somebody to Love,Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somebody's Watching Me,Rockwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song For Jedi,Dionysos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Oddity,David Bowie,,,,,,,19,,,,,,,,,12,,16,,,,,23,23,,22,,,,,,18,,,13,,,,,,,,,,,,17,,,24,,12,,,21,7,,,,,,,,,28,11,,,,,,,,,,,,,28,,,,,,,,,24,19,14,,,,,,,,,,,,,,,,14.5,,,,,14,13.5,,13.5,,15,17,16,,,
Spice Up Your Life,Spice Girls,,,,,,30,,,,,,,,,,,,,,,,,24,,,,,,,15,,,2,,,,26,,,,,,,,,,,6,6,,,22,,,,6,,,,,,,20,,26,,22,27,,,,,,12,,17,13,,,8,,3,,2,,,7,,,4,13.5,,21,,,24,,,14.5,,15.5,,,,,,15,,,,,13.5,,,14,,,16,,14,
Stay Stay Stay,Taylor Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,12,,,,,,,11,,,,,,,,,,,,,,,,,15,,,21,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Step Into Christmas,Elton John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuck in the Middle with You,Stealers Wheel,,,,,,,,,,,,7,,,19,,,,22,,,26,22,,,,,,,,,,,,6,,,,,,,,,,,5,,,,,,,,,3,,1,,,,,,,,19,12,,5,3,,,2,,2,,,,,4,,,,,,,,,,,21,,,,14.5,,6,,,,,,,,,,14.5,,,,,14,,,13.5,14,,,16,,,
"Sugar, We're Goin Down",Fall Out Boy,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer of '69,Bryan Adams,,,14,,,29,5,,,,,,,29,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,27,,,11,,,,,,,,,,,,,,,,,,,9,,,,14,,25,,,20,,,,,,,,,11,,9,,21,,7,,13.5,,,,15,,,,,,,14,,,,14.5,,,14.5,,14,,,,,,,,,,15
Sweet Dreams (Are Made of This),Eurythmics,,,,,,,,,,,,,20,,,,,,,,23,24,,25,,,,,,,,,,,,,,10,11,,,,,10,24,,,20,,,,,,,,,,7,,19,,,9,,,,,18,,,,,,,,,,12,,,10,,,,,,,,,7,,25,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
Sympathy for the Devil,The Rolling Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,5,,28,,,,22,29,28,,,,,,,,,,,,,,,,,,,,,,,17,,,,6,,,1,,,,,,,,,13,,,,14.5,13,,,,,,15,17,,,,
Take A Chance On Me,ABBA,,,,,,,,,,,,,12,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,20,,,,,5,,,,,16,,,,,24,,11,,24,,,,19,23,,10,,,6,10,,,,,,8,,13,,,13,,,,13.5,22,,,16,2,,,14.5,22,,,,,,,15,,14.5,,,13.5,14.5,,,,,16,,14,
Take on Me,a-ha,,,,,,,26,,,,,,,,,,,28,23,,13,,,,,,,,,9,,,,,,,,,,,,,,,,,,,29,,,,,,22,17,,,,,,,,,22,,,,,,,,,,,15,,6,25,24,,,,4,,,,27,,25,,,5,,,,,14,,,,14,,,,,15,,14.5,,,,,,,,,16,,14,15
Talkin' Bout a Revolution,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila,The Champs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thank God It's Christmas,Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That's Not My Name (Radio Edit),The Ting Tings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Best (Edit),Tina Turner,,,,,,,21,,,,,21,,,,,24,,,9,,,,,,,,26,,24,,19,,,24,,16,,,,,,,,,,,,,,,,25,,,,,,,,25,,,,,,9,,,,,,,,,,,,,23,,,,,,,29,12,,,,27,14,,17,,,,14.5,,,,,,,,15,14.5,,,,13.5,,,,,17,,13,14,
The Final Countdown,Europe,28,,,,,,,21,,20,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,26,,,,,13,,,,,,,,,,,,,,,,,,,,,23,,,,,18,,,,,,,,,16,,,,,,,,,13,14.5,15,,,,,,,13.5,,15,17,,,14,15
The Ketchup Song (Aserejé),Las Ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lion Sleeps Tonight,The Tokens,,,25,,,,,,5,,,,,,1,,,,,15,,,,,,2,,,,,,,19,,,,,,,25,1,,4,1,,,,,,,,,9,8,,1,,,6,8,,,,3,,,3,,,,,,,,1,,,,1,3,,,,,,,,,,1,,,,,,,,14,,,,,,,,,,,,,,,,,,,17,,,14,15
The Season's Upon Us,Dropkick Murphys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thriller,Michael Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
Thunderstruck,AC/DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Warp,The Rocky Horror Picture Show,,25,28,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,,,,,,
To The Moon,Ukulele Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torn,Natalie Imbruglia,,,,,7,,,,,,,22,,,5,,,,16,,,,,,,8,13,,,,,,,,,,7,,,10,7,,,,,,,,,11,,,15,7,6,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,15,,,,,13.5,,,,15,,,,,
Toxic,Britney Spears,12,21,23,,,,,14,,,,,19,,23,,,,,,,,,,,,,,,,,,,,18,,,,6,18,,19,,,,,,,,,,,,14,,,,8,,21,,,6,,,25,16,,20,,22,,,,8,11,14,25,8,,15,22,20,,3,3,,9,,8,,,29,14.5,18,,,,14.5,,15.5,14,13.5,,,14.5,15,,,13,,13.5,14.5,13.5,14,15,17,,13,14,15
Tragedy,Bee Gees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,18,9,,,,,,,,17,,,,,,,13,14.5,,,14,14,14.5,20,,,,,,,,14.5,,,,,14.5,,,,17,,13,14,15
Tribute,Tenacious D,,20,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,,,,,,
True Colors,Cindy Lauper,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Trans Soul Rebel,Against Me!,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truly Madly Deeply,Savage Garden,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,19,,,,,6,,3,,,,,1,,,,,,3,,,,,,,,,25,,,,,,,,,19,19,,,,,,,,,,,,,,,,,,,,,17,,,,
Twist in My Sobriety,Tanita Tikaram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up in Arms,Aslan (feat. Sinéad O'Connor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerie,Amy Winehouse,,,,,,15,25,,8,,14,15,24,5,12,10,,,,,5,9,,10,11,,,,,6,,,,13,,23,13,,23,,,23,22,8,,13,16,,,6,,10,23,,,23,22,,,,,,24,,,,10,4,9,,24,26,,,,,7,,22,,,,28,,,22,,,11,9,,8,,14.5,20,,,14,,,,,13.5,,,,,14.5,14.5,,,,,13.5,14,15,,16,13,14,15
vampire,Olivia Rodrigo,11,7,10,8,5,,11,,20,10,10,,,25,,,19,19,,,,19,,19,17,23,,7,7,,15,20,27,,19,20,8,,16,6,17,,11,12,,2,8,25,,26,19,11,7,24,18,18,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voyage voyage,Desireless,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Up,Arcade Fire,,,,1,,,14,11,7,,,,16,,,,,,24,8,,16,,26,,,,,,7,17,21,3,,,,,,20,,,,,,17,,,28,,,,,,9,,2,19,,,27,,3,,,,,,,,,,,,,,,,,18,20,23,,,6,23,,,,,,,,,,,25,,,,27,,,13.5,,,14.5,,14.5,,,,,,,14,,17,,13,,
Walk Of Life,Dire Straits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walking On Sunshine,Katrina & The Waves,,,,,,,23,,,,,,,,,,,,21,,,,,3,,,26,,,25,,,,16,,,,,,14,,,,,,,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterloo,ABBA,10,,,,,28,,,,7,,19,11,,,,,,19,,,21,,,,,,22,,18,,,,,,,23,,9,,,,,,,,,,,,,,,,13,12,,,,,14,23,,24,,,11,23,21,,,,,,,,,,16,,9,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Are Family,Sister Sledge,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Are Young,fun. (feat. Janelle Monáe),,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's Up?,4 Non Blondes,,,,,,27,4,,,2,8,27,,12,,,,20,12,,,,,22,8,,,,,,,,21,,,,,,3,4,2,,,,12,1,,,,,,,,,,9,28,,,20,,26,10,,,16,,,,,,,,24,,,19,,,31,,2,,17,,18,,21,8,,,7,12,,,,,14,14.5,23,,,,14.5,,,,14.5,,,14,,14.5,13.5,,15,,16,,14,
When You're Gone,"Bryan Adams, Melanie C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Where the Streets Have No Name,U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,25,,,,,,,,,,,,,,13.5,,,,16,,,15
Where's Me Jumper?,Sultans Of Ping F.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
Whiskey in the Jar,Thin Lizzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Flag,Dido,,,,,,,,,,15,,,4,,,,,,,,,,,,,,,,,,18,,,,,,9,,24,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,22,,,,,,,,,,,,,,,,,5,,,,,,,12,,14,,,,,,,,,15,,,,,,,,14,15,,,13,,
Whole Again,Atomic Kitten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why Don't You Get A Job,The Offspring,,,,,,,,12,,,,,,,,,,,,,,,12,,,3,,,,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,26,,27,,,26,,,,,,,,,,,,,,,,,,,,20,,13.5,,,,,29,14,,,,,,13.5,14.5,,14.5,15,,,,,,14.5,13.5,14,,,,13,14,
Wind of Change,Scorpions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With Or Without You,U2,,,,,,,,,,,20,,18,,3,,,25,,,,,,,,,,3,,,,,,26,,2,,,,,,18,,16,,,,,,,,,,,,,,,9,,11,,3,18,,17,,,,11,,,,,,,,11,,,,16,,,,28,,,,28,13.5,,,,,,14,,,14,,,,,,,,,,,,,,,,,,16,,,
Wrecking Ball,Miley Cyrus,,,,,,,,,24,,,,,,15,,,,6,,11,,,21,,,,,,,,,,7,,,,,,24,,,,,20,,20,,,,,,,,,,,,,,,19,17,,31,30,,,,,16,20,,,20,,,,6,,,24,,,,,17,,,,13.5,,15,14.5,,17,,,,,15.5,,13.5,,13,14.5,,14.5,,,,,14.5,13.5,,15,,16,13,,
You Gotta Be,Des'ree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Never Can Tell,Chuck Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Oughta Know,Alanis Morissette,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You're So Vain,Carly Simon,,,,,24,,17,7,25,,18,,13,,,,,,,,,,,,,,,,,8,,22,,,11,,15,,,,,,,,,,,18,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,8,,,18,,,3,24,,,,,,13.5,13,24,14.5,,11,14,14,,21,15.5,14,,,,14.5,,,,,,13.5,,13.5,,15,,,13,,
You're The One That I Want,"John Travolta, Olivia Newton-John",,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,26,26,,27,,,,,,,13.5,,23,14.5,21,,,,,,,14,,,13,,,,14.5,,,,14.5,13.5,,,,16,13,,
